k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
4523	5.554099675558e-8	1	2	4524	1	1	4524	gauge boson (light)	4523 (prime)
4524	4.988255820748e-5	0	24	11760	4	5	11760	heavy fermion	2^2·3·13·29
4525	3.749312954002e-7	0	6	5642	2	3	5642	spectator	5^2·181
4526	1.323515815118e-6	0	8	7104	3	3	7104	spectator	2·31·73
4527	4.157045564434e-6	0	6	6552	2	3	6552	spectator	3^2·503
4528	2.595794975776e-6	0	10	8804	2	5	8804	spectator	2^4·283
4529	8.895706664552e-8	0	4	5184	2	2	5184	spectator	7·647
4530	1.317082603819e-7	0	16	10944	4	4	10944	spectator	2·3·5·151
4531	8.500739280915e-7	0	4	4752	2	2	4752	spectator	23·197
4532	1.125165338764e-5	0	12	8736	3	4	8736	fermion	2^2·11·103
4533	1.444065956752e-6	0	4	6048	2	2	6048	spectator	3·1511
4534	3.737673041767e-7	0	4	6804	2	2	6804	spectator	2·2267
4535	2.246230712702e-7	0	4	5448	2	2	5448	spectator	5·907
4536	5.514045075560e-6	0	40	14520	3	8	14520	light fermion	2^3·3^4·7
4537	2.001722974328e-5	0	4	4900	2	2	4900	heavy fermion	13·349
4538	1.172248648609e-6	0	4	6810	2	2	6810	spectator	2·2269
4539	3.270275313275e-5	0	8	6480	3	3	6480	heavy fermion	3·17·89
4540	3.909780736553e-5	0	12	9576	3	4	9576	heavy fermion	2^2·5·227
4541	3.550865635315e-4	0	4	4800	2	2	4800	heavy fermion	19·239
4542	8.300755977213e-7	0	8	9096	3	3	9096	spectator	2·3·757
4543	1.897080692040e-4	0	8	5760	3	3	5760	heavy fermion	7·11·59
4544	6.676198922253e-7	0	14	9144	2	7	9144	spectator	2^6·71
4545	3.244150216960e-7	0	12	7956	3	4	7956	spectator	3^2·5·101
4546	1.956482740749e-7	0	4	6822	2	2	6822	spectator	2·2273
4547	1.589737019414e-7	1	2	4548	1	1	4548	gauge boson (light)	4547 (prime)
4548	2.909220123305e-6	0	12	10640	3	4	10640	spectator	2^2·3·379
4549	1.991052601161e-6	1	2	4550	1	1	4550	gauge boson (light)	4549 (prime)
4550	3.905335782655e-5	0	24	10416	4	5	10416	heavy fermion	2·5^2·7·13
4551	3.066333624379e-7	0	8	6384	3	3	6384	spectator	3·37·41
4552	9.406489911975e-6	0	8	8550	2	4	8550	fermion	2^3·569
4553	1.158626009086e-6	0	4	4740	2	2	4740	spectator	29·157
4554	1.057935992452e-4	0	24	11232	4	5	11232	heavy fermion	2·3^2·11·23
4555	7.427575893653e-7	0	4	5472	2	2	5472	spectator	5·911
4556	1.283893724430e-8	0	12	8568	3	4	8568	spectator	2^2·17·67
4557	8.476931716261e-6	0	12	7296	3	4	7296	fermion	3·7^2·31
4558	7.447133586869e-6	0	8	7128	3	3	7128	fermion	2·43·53
4559	2.821903048714e-6	0	4	4704	2	2	4704	spectator	47·97
4560	2.386919592229e-4	0	40	14880	4	7	14880	heavy fermion	2^4·3·5·19
4561	7.034567229131e-7	1	2	4562	1	1	4562	gauge boson (light)	4561 (prime)
4562	5.818602984035e-9	0	4	6846	2	2	6846	spectator	2·2281
4563	1.366143698281e-7	0	12	7320	2	5	7320	spectator	3^3·13^2
4564	4.760795249282e-6	0	12	9184	3	4	9184	light fermion	2^2·7·163
4565	7.468633965700e-5	0	8	6048	3	3	6048	heavy fermion	5·11·83
4566	6.853574461839e-6	0	8	9144	3	3	9144	light fermion	2·3·761
4567	1.593717665174e-6	1	2	4568	1	1	4568	gauge boson (light)	4567 (prime)
4568	7.994333364459e-6	0	8	8580	2	4	8580	fermion	2^3·571
4569	8.393586853133e-7	0	4	6096	2	2	6096	spectator	3·1523
4570	2.792094446976e-5	0	8	8244	3	3	8244	heavy fermion	2·5·457
4571	1.006213900377e-6	0	4	5232	2	2	5232	spectator	7·653
4572	2.471356110722e-6	0	18	11648	3	5	11648	spectator	2^2·3^2·127
4573	2.889702954001e-5	0	4	4860	2	2	4860	heavy fermion	17·269
4574	4.701607622390e-7	0	4	6864	2	2	6864	spectator	2·2287
4575	5.367574888834e-6	0	12	7688	3	4	7688	light fermion	3·5^2·61
4576	9.238695662820e-5	0	24	10584	3	7	10584	heavy fermion	2^5·11·13
4577	1.570110472275e-5	0	4	4800	2	2	4800	heavy fermion	23·199
4578	1.094767254697e-6	0	16	10560	4	4	10560	spectator	2·3·7·109
4579	2.721290328119e-5	0	4	4840	2	2	4840	heavy fermion	19·241
4580	4.901901901936e-5	0	12	9660	3	4	9660	heavy fermion	2^2·5·229
4581	1.644355941271e-6	0	6	6630	2	3	6630	spectator	3^2·509
4582	2.875759341280e-6	0	8	7200	3	3	7200	spectator	2·29·79
4583	6.083723487642e-7	1	2	4584	1	1	4584	gauge boson (light)	4583 (prime)
4584	9.333642892557e-6	0	16	11520	3	5	11520	fermion	2^3·3·191
4585	3.135764973086e-8	0	8	6336	3	3	6336	spectator	5·7·131
4586	1.334642328695e-7	0	4	6882	2	2	6882	spectator	2·2293
4587	7.170644818788e-5	0	8	6720	3	3	6720	heavy fermion	3·11·139
4588	1.154681223866e-5	0	12	8512	3	4	8512	fermion	2^2·31·37
4589	1.663184278085e-5	0	4	4956	2	2	4956	heavy fermion	13·353
4590	5.582162035804e-5	0	32	12960	4	6	12960	heavy fermion	2·3^3·5·17
4591	9.684135134454e-7	1	2	4592	1	1	4592	gauge boson (light)	4591 (prime)
4592	2.570495479024e-7	0	20	10416	3	6	10416	spectator	2^4·7·41
4593	1.445505007738e-6	0	4	6128	2	2	6128	spectator	3·1531
4594	1.430972641525e-6	0	4	6894	2	2	6894	spectator	2·2297
4595	2.185826269303e-6	0	4	5520	2	2	5520	spectator	5·919
4596	2.123222366098e-6	0	12	10752	3	4	10752	spectator	2^2·3·383
4597	6.497033393939e-7	1	2	4598	1	1	4598	gauge boson (light)	4597 (prime)
4598	1.738499930367e-6	0	12	7980	3	4	7980	spectator	2·11^2·19
4599	4.687949628534e-6	0	12	7696	3	4	7696	spectator	3^2·7·73
4600	1.293479053283e-5	0	24	11160	3	6	11160	fermion	2^3·5^2·23
4601	1.167492835795e-6	0	4	4752	2	2	4752	spectator	43·107
4602	9.373063851088e-7	0	16	10080	4	4	10080	spectator	2·3·13·59
4603	7.504244206524e-10	1	2	4604	1	1	4604	gauge boson (light)	4603 (prime)
4604	5.444768293352e-7	0	6	8064	2	3	8064	spectator	2^2·1151
4605	1.125339596445e-5	0	8	7392	3	3	7392	fermion	3·5·307
4606	1.919146277060e-6	0	12	8208	3	4	8208	spectator	2·7^2·47
4607	1.121920482593e-5	0	4	4896	2	2	4896	fermion	17·271
4608	4.120818765951e-7	0	30	13299	2	11	13299	spectator	2^9·3^2
4609	8.822135125827e-5	0	4	5040	2	2	5040	heavy fermion	11·419
4610	3.016592331344e-5	0	8	8316	3	3	8316	heavy fermion	2·5·461
4611	1.936183487477e-6	0	8	6480	3	3	6480	spectator	3·29·53
4612	2.503379356301e-8	0	6	8078	2	3	8078	spectator	2^2·1153
4613	1.587304908469e-6	0	4	5280	2	2	5280	spectator	7·659
4614	2.486471323374e-7	0	8	9240	3	3	9240	spectator	2·3·769
4615	6.985040496366e-8	0	8	6048	3	3	6048	spectator	5·13·71
4616	6.454575792457e-7	0	8	8670	2	4	8670	spectator	2^3·577
4617	4.475711293178e-5	0	12	7280	2	6	7280	heavy fermion	3^5·19
4618	9.590148465606e-7	0	4	6930	2	2	6930	spectator	2·2309
4619	6.048253074793e-6	0	4	4800	2	2	4800	light fermion	31·149
4620	1.289029220452e-4	0	48	16128	5	6	16128	heavy fermion	2^2·3·5·7·11
4621	1.494068243276e-8	1	2	4622	1	1	4622	gauge boson (light)	4621 (prime)
4622	3.199668627676e-7	0	4	6936	2	2	6936	spectator	2·2311
4623	6.268849239138e-10	0	8	6528	3	3	6528	spectator	3·23·67
4624	3.220747200356e-6	0	15	9517	2	6	9517	spectator	2^4·17^2
4625	3.131433954851e-9	0	8	5928	2	4	5928	spectator	5^3·37
4626	1.399013465635e-6	0	12	10062	3	4	10062	spectator	2·3^2·257
4627	1.270190264725e-7	0	4	5296	2	2	5296	spectator	7·661
4628	2.881820224486e-8	0	12	8820	3	4	8820	spectator	2^2·13·89
4629	1.305476618583e-6	0	4	6176	2	2	6176	spectator	3·1543
4630	6.054655171001e-6	0	8	8352	3	3	8352	light fermion	2·5·463
4631	2.885722629029e-5	0	4	5064	2	2	5064	heavy fermion	11·421
4632	5.594127689052e-6	0	16	11640	3	5	11640	light fermion	2^3·3·193
4633	6.572205276094e-6	0	4	4788	2	2	4788	light fermion	41·113
4634	5.101600529961e-6	0	8	7968	3	3	7968	light fermion	2·7·331
4635	7.785529414171e-5	0	12	8112	3	4	8112	heavy fermion	3^2·5·103
4636	3.376209526810e-7	0	12	8680	3	4	8680	spectator	2^2·19·61
4637	3.123156858894e-8	1	2	4638	1	1	4638	gauge boson (light)	4637 (prime)
4638	2.797801442348e-6	0	8	9288	3	3	9288	spectator	2·3·773
4639	1.220157352876e-6	1	2	4640	1	1	4640	gauge boson (light)	4639 (prime)
4640	4.816573261360e-6	0	24	11340	3	7	11340	light fermion	2^5·5·29
4641	1.466063652265e-5	0	16	8064	4	4	8064	heavy fermion	3·7·13·17
4642	3.250666201859e-5	0	8	7632	3	3	7632	heavy fermion	2·11·211
4643	2.378359118100e-6	1	2	4644	1	1	4644	gauge boson	4643 (prime)
4644	5.744255137097e-6	0	24	12320	3	6	12320	light fermion	2^2·3^3·43
4645	4.716236425143e-7	0	4	5580	2	2	5580	spectator	5·929
4646	1.775749417238e-7	0	8	7344	3	3	7344	spectator	2·23·101
4647	1.057820592428e-5	0	4	6200	2	2	6200	fermion	3·1549
4648	4.482034085497e-7	0	16	10080	3	5	10080	spectator	2^3·7·83
4649	3.835137406732e-6	1	2	4650	1	1	4650	gauge boson	4649 (prime)
4650	1.703058936452e-5	0	24	11904	4	5	11904	heavy fermion	2·3·5^2·31
4651	2.986958767948e-6	1	2	4652	1	1	4652	gauge boson	4651 (prime)
4652	2.425010841356e-6	0	6	8148	2	3	8148	spectator	2^2·1163
4653	7.868577165808e-5	0	12	7488	3	4	7488	heavy fermion	3^2·11·47
4654	2.982717235709e-9	0	8	7560	3	3	7560	spectator	2·13·179
4655	1.911421399254e-5	0	12	6840	3	4	6840	heavy fermion	5·7^2·19
4656	2.735955681612e-8	0	20	12152	3	6	12152	spectator	2^4·3·97
4657	1.817219550632e-6	1	2	4658	1	1	4658	gauge boson (light)	4657 (prime)
4658	1.967793685679e-6	0	8	7452	3	3	7452	spectator	2·17·137
4659	2.665973358586e-8	0	4	6216	2	2	6216	spectator	3·1553
4660	3.108336626321e-6	0	12	9828	3	4	9828	spectator	2^2·5·233
4661	7.107229432473e-7	0	4	4800	2	2	4800	spectator	59·79
4662	7.019069996155e-6	0	24	11856	4	5	11856	light fermion	2·3^2·7·37
4663	6.613077347816e-7	1	2	4664	1	1	4664	gauge boson (light)	4663 (prime)
4664	3.322021653674e-5	0	16	9720	3	5	9720	heavy fermion	2^3·11·53
4665	2.116885251662e-4	0	8	7488	3	3	7488	heavy fermion	3·5·311
4666	4.259577099115e-8	0	4	7002	2	2	7002	spectator	2·2333
4667	3.769327435634e-6	0	4	5040	2	2	5040	spectator	13·359
4668	5.941584021213e-6	0	12	10920	3	4	10920	light fermion	2^2·3·389
4669	6.408619889082e-6	0	8	5760	3	3	5760	light fermion	7·23·29
4670	8.801996168425e-6	0	8	8424	3	3	8424	fermion	2·5·467
4671	1.677870024513e-6	0	8	6960	2	4	6960	spectator	3^3·173
4672	1.055256823161e-6	0	14	9398	2	7	9398	spectator	2^6·73
4673	2.330702052420e-6	1	2	4674	1	1	4674	gauge boson (light)	4673 (prime)
4674	1.760156305537e-4	0	16	10080	4	4	10080	heavy fermion	2·3·19·41
4675	3.818755997401e-6	0	12	6696	3	4	6696	spectator	5^2·11·17
4676	3.150720049121e-5	0	12	9408	3	4	9408	heavy fermion	2^2·7·167
4677	1.864488522447e-6	0	4	6240	2	2	6240	spectator	3·1559
4678	6.586009348785e-8	0	4	7020	2	2	7020	spectator	2·2339
4679	1.609399692794e-10	1	2	4680	1	1	4680	gauge boson (light)	4679 (prime)
4680	2.477321689642e-4	0	48	16380	4	7	16380	heavy fermion	2^3·3^2·5·13
4681	7.171417509136e-6	0	4	4864	2	2	4864	fermion	31·151
4682	8.842322182787e-8	0	4	7026	2	2	7026	spectator	2·2341
4683	5.230433193537e-6	0	8	7168	3	3	7168	light fermion	3·7·223
4684	4.264941352291e-7	0	6	8204	2	3	8204	spectator	2^2·1171
4685	1.012133574755e-7	0	4	5628	2	2	5628	spectator	5·937
4686	2.392728742514e-5	0	16	10368	4	4	10368	heavy fermion	2·3·11·71
4687	7.800383825315e-7	0	4	4840	2	2	4840	spectator	43·109
4688	1.136348352386e-6	0	10	9114	2	5	9114	spectator	2^4·293
4689	1.397506064004e-6	0	6	6786	2	3	6786	spectator	3^2·521
4690	7.180561424025e-7	0	16	9792	4	4	9792	spectator	2·5·7·67
4691	8.854700301817e-7	1	2	4692	1	1	4692	gauge boson (light)	4691 (prime)
4692	3.831653063277e-5	0	24	12096	4	5	12096	heavy fermion	2^2·3·17·23
4693	1.728214751653e-5	0	6	5334	2	3	5334	heavy fermion	13·19^2
4694	4.493279602856e-7	0	4	7044	2	2	7044	spectator	2·2347
4695	3.618140019876e-5	0	8	7536	3	3	7536	heavy fermion	3·5·313
4696	8.099424296399e-7	0	8	8820	2	4	8820	spectator	2^3·587
4697	7.843749508333e-5	0	8	5952	3	3	5952	heavy fermion	7·11·61
4698	1.197377852723e-6	0	20	10890	3	6	10890	spectator	2·3^4·29
4699	7.148816598872e-7	0	4	4864	2	2	4864	spectator	37·127
4700	2.581226134372e-5	0	18	10416	3	5	10416	heavy fermion	2^2·5^2·47
4701	1.493966301187e-6	0	4	6272	2	2	6272	spectator	3·1567
4702	2.935198071722e-7	0	4	7056	2	2	7056	spectator	2·2351
4703	1.059771811692e-6	1	2	4704	1	1	4704	gauge boson (light)	4703 (prime)
4704	7.524798702081e-6	0	36	14364	3	8	14364	fermion	2^5·3·7^2
4705	9.673492950476e-7	0	4	5652	2	2	5652	spectator	5·941
4706	1.268096275669e-5	0	8	7644	3	3	7644	fermion	2·13·181
4707	2.895256507070e-6	0	6	6812	2	3	6812	spectator	3^2·523
4708	1.472451232157e-5	0	12	9072	3	4	9072	heavy fermion	2^2·11·107
4709	3.042886977202e-6	0	4	5004	2	2	5004	spectator	17·277
4710	1.063435331188e-5	0	16	11376	4	4	11376	fermion	2·3·5·157
4711	3.581795813078e-7	0	4	5392	2	2	5392	spectator	7·673
4712	6.822362599181e-7	0	16	9600	3	5	9600	spectator	2^3·19·31
4713	1.215199393410e-5	0	4	6288	2	2	6288	fermion	3·1571
4714	2.885753756570e-6	0	4	7074	2	2	7074	spectator	2·2357
4715	2.693706345586e-5	0	8	6048	3	3	6048	heavy fermion	5·23·41
4716	3.437355915933e-5	0	18	12012	3	5	12012	heavy fermion	2^2·3^2·131
4717	4.872151266097e-7	0	4	4860	2	2	4860	spectator	53·89
4718	2.023769267455e-5	0	8	8112	3	3	8112	heavy fermion	2·7·337
4719	4.820979024786e-5	0	12	7448	3	4	7448	heavy fermion	3·11^2·13
4720	2.480639442784e-7	0	20	11160	3	6	11160	spectator	2^4·5·59
4721	2.372594652885e-6	1	2	4722	1	1	4722	gauge boson	4721 (prime)
4722	3.736587934402e-5	0	8	9456	3	3	9456	heavy fermion	2·3·787
4723	2.969721511982e-6	1	2	4724	1	1	4724	gauge boson	4723 (prime)
4724	9.365210672939e-6	0	6	8274	2	3	8274	fermion	2^2·1181
4725	1.967069770738e-5	0	24	9920	3	6	9920	heavy fermion	3^3·5^2·7
4726	6.113528673367e-6	0	8	7560	3	3	7560	light fermion	2·17·139
4727	4.143702982609e-7	0	4	4920	2	2	4920	spectator	29·163
4728	9.913921653298e-6	0	16	11880	3	5	11880	fermion	2^3·3·197
4729	3.134086275559e-8	1	2	4730	1	1	4730	gauge boson (light)	4729 (prime)
4730	6.090559603723e-5	0	16	9504	4	4	9504	heavy fermion	2·5·11·43
4731	9.995481876237e-6	0	8	6720	3	3	6720	fermion	3·19·83
4732	1.528490346810e-5	0	18	10248	3	5	10248	heavy fermion	2^2·7·13^2
4733	3.095471938667e-7	1	2	4734	1	1	4734	gauge boson (light)	4733 (prime)
4734	2.476374611384e-6	0	12	10296	3	4	10296	spectator	2·3^2·263
4735	1.076463535332e-6	0	4	5688	2	2	5688	spectator	5·947
4736	4.919445373433e-6	0	16	9690	2	8	9690	light fermion	2^7·37
4737	8.137215681709e-6	0	4	6320	2	2	6320	fermion	3·1579
4738	1.140990118874e-4	0	8	7488	3	3	7488	heavy fermion	2·23·103
4739	1.013607896877e-6	0	4	5424	2	2	5424	spectator	7·677
4740	3.792463593462e-5	0	24	13440	4	5	13440	heavy fermion	2^2·3·5·79
4741	1.036631787240e-5	0	4	5184	2	2	5184	fermion	11·431
4742	1.891999006252e-7	0	4	7116	2	2	7116	spectator	2·2371
4743	1.052700435275e-5	0	12	7488	3	4	7488	fermion	3^2·17·31
4744	2.080367157041e-8	0	8	8910	2	4	8910	spectator	2^3·593
4745	1.249093415102e-6	0	8	6216	3	3	6216	spectator	5·13·73
4746	9.793435581563e-6	0	16	10944	4	4	10944	fermion	2·3·7·113
4747	3.398171435183e-7	0	4	4896	2	2	4896	spectator	47·101
4748	7.798847092586e-8	0	6	8316	2	3	8316	spectator	2^2·1187
4749	1.302198916548e-6	0	4	6336	2	2	6336	spectator	3·1583
4750	7.673510235121e-5	0	16	9360	3	5	9360	heavy fermion	2·5^3·19
4751	1.161516556806e-6	1	2	4752	1	1	4752	gauge boson (light)	4751 (prime)
4752	1.978746268755e-5	0	40	14880	3	8	14880	heavy fermion	2^4·3^3·11
4753	3.485487830514e-7	0	6	5586	2	3	5586	spectator	7^2·97
4754	6.873291004251e-7	0	4	7134	2	2	7134	spectator	2·2377
4755	5.292317201060e-6	0	8	7632	3	3	7632	light fermion	3·5·317
4756	3.091037513755e-7	0	12	8820	3	4	8820	spectator	2^2·29·41
4757	8.901060190992e-8	0	4	4896	2	2	4896	spectator	67·71
4758	1.118484225280e-4	0	16	10416	4	4	10416	heavy fermion	2·3·13·61
4759	1.411041988117e-8	1	2	4760	1	1	4760	gauge boson (light)	4759 (prime)
4760	1.447579769866e-4	0	32	12960	4	6	12960	heavy fermion	2^3·5·7·17
4761	6.024213117063e-5	0	9	7189	2	4	7189	heavy fermion	3^2·23^2
4762	2.337597857043e-6	0	4	7146	2	2	7146	spectator	2·2381
4763	3.192792041542e-6	0	4	5208	2	2	5208	spectator	11·433
4764	3.080470056749e-5	0	12	11144	3	4	11144	heavy fermion	2^2·3·397
4765	1.239396311294e-6	0	4	5724	2	2	5724	spectator	5·953
4766	6.739956413413e-6	0	4	7152	2	2	7152	light fermion	2·2383
4767	5.973359326349e-5	0	8	7296	3	3	7296	heavy fermion	3·7·227
4768	1.204106083153e-5	0	12	9450	2	6	9450	fermion	2^5·149
4769	2.125681947807e-4	0	4	5040	2	2	5040	heavy fermion	19·251
4770	2.748550177762e-5	0	24	12636	4	5	12636	heavy fermion	2·3^2·5·53
4771	2.226991142827e-5	0	4	5152	2	2	5152	heavy fermion	13·367
4772	5.481106125528e-6	0	6	8358	2	3	8358	light fermion	2^2·1193
4773	1.357823122387e-6	0	8	6688	3	3	6688	spectator	3·37·43
4774	9.263853531795e-6	0	16	9216	4	4	9216	fermion	2·7·11·31
4775	1.060487977886e-6	0	6	5952	2	3	5952	spectator	5^2·191
4776	8.458548604243e-6	0	16	12000	3	5	12000	fermion	2^3·3·199
4777	9.561034173626e-6	0	4	5076	2	2	5076	fermion	17·281
4778	7.317144654986e-8	0	4	7170	2	2	7170	spectator	2·2389
4779	1.267783238232e-7	0	10	7260	2	5	7260	spectator	3^4·59
4780	1.011381247622e-4	0	12	10080	3	4	10080	heavy fermion	2^2·5·239
4781	8.639596625829e-8	0	4	5472	2	2	5472	spectator	7·683
4782	2.072298866803e-5	0	8	9576	3	3	9576	heavy fermion	2·3·797
4783	1.061522844476e-6	1	2	4784	1	1	4784	gauge boson (light)	4783 (prime)
4784	1.768618608960e-4	0	20	10416	3	6	10416	heavy fermion	2^4·13·23
4785	1.378746527864e-5	0	16	8640	4	4	8640	fermion	3·5·11·29
4786	7.355930878673e-6	0	4	7182	2	2	7182	fermion	2·2393
4787	1.644367905655e-6	1	2	4788	1	1	4788	gauge boson (light)	4787 (prime)
4788	4.567227735446e-4	0	36	14560	4	6	14560	heavy fermion	2^2·3^2·7·19
4789	1.350917041387e-6	1	2	4790	1	1	4790	gauge boson (light)	4789 (prime)
4790	6.666745236307e-5	0	8	8640	3	3	8640	heavy fermion	2·5·479
4791	4.160133196108e-6	0	4	6392	2	2	6392	spectator	3·1597
4792	2.418857113933e-6	0	8	9000	2	4	9000	spectator	2^3·599
4793	3.873419925585e-7	1	2	4794	1	1	4794	gauge boson (light)	4793 (prime)
4794	3.663907543835e-5	0	16	10368	4	4	10368	heavy fermion	2·3·17·47
4795	3.391658501400e-6	0	8	6624	3	3	6624	spectator	5·7·137
4796	1.183667055014e-5	0	12	9240	3	4	9240	fermion	2^2·11·109
4797	2.059357369012e-5	0	12	7644	3	4	7644	heavy fermion	3^2·13·41
4798	3.856607714823e-7	0	4	7200	2	2	7200	spectator	2·2399
4799	1.220079069493e-7	1	2	4800	1	1	4800	gauge boson (light)	4799 (prime)
4800	5.690070252403e-5	0	42	15748	3	9	15748	heavy fermion	2^6·3·5^2
4801	1.268401663259e-9	1	2	4802	1	1	4802	gauge boson (light)	4801 (prime)
4802	1.355824283504e-5	0	10	8403	2	5	8403	fermion	2·7^4
4803	1.424474842750e-9	0	4	6408	2	2	6408	spectator	3·1601
4804	3.065920939004e-9	0	6	8414	2	3	8414	spectator	2^2·1201
4805	1.115517415112e-6	0	6	5958	2	3	5958	spectator	5·31^2
4806	9.335967954231e-7	0	16	10800	3	5	10800	spectator	2·3^3·89
4807	7.625303582165e-6	0	8	5760	3	3	5760	fermion	11·19·23
4808	9.982320736449e-7	0	8	9030	2	4	9030	spectator	2^3·601
4809	7.498704941077e-7	0	8	7360	3	3	7360	spectator	3·7·229
4810	1.106121846349e-5	0	16	9576	4	4	9576	fermion	2·5·13·37
4811	5.728072442754e-6	0	4	5112	2	2	5112	light fermion	17·283
4812	3.382295794596e-6	0	12	11256	3	4	11256	spectator	2^2·3·401
4813	8.265259345671e-8	1	2	4814	1	1	4814	gauge boson (light)	4813 (prime)
4814	9.623843442122e-7	0	8	7560	3	3	7560	spectator	2·29·83
4815	1.304375394876e-6	0	12	8424	3	4	8424	spectator	3^2·5·107
4816	9.829586289877e-6	0	20	10912	3	6	10912	fermion	2^4·7·43
4817	3.851132062842e-7	1	2	4818	1	1	4818	gauge boson (light)	4817 (prime)
4818	1.128173542243e-5	0	16	10656	4	4	10656	fermion	2·3·11·73
4819	7.043446058373e-6	0	4	4960	2	2	4960	light fermion	61·79
4820	5.542641378843e-5	0	12	10164	3	4	10164	heavy fermion	2^2·5·241
4821	6.284385867664e-6	0	4	6432	2	2	6432	light fermion	3·1607
4822	8.943414458314e-8	0	4	7236	2	2	7236	spectator	2·2411
4823	7.078914889738e-6	0	8	6048	3	3	6048	light fermion	7·13·53
4824	7.571204442401e-5	0	24	13260	3	6	13260	heavy fermion	2^3·3^2·67
4825	2.523745151578e-6	0	6	6014	2	3	6014	spectator	5^2·193
4826	6.201017551008e-6	0	8	7680	3	3	7680	light fermion	2·19·127
4827	9.313658936285e-6	0	4	6440	2	2	6440	fermion	3·1609
4828	1.265507248348e-8	0	12	9072	3	4	9072	spectator	2^2·17·71
4829	4.399855183041e-7	0	4	5280	2	2	5280	spectator	11·439
4830	6.576652972439e-5	0	32	13824	5	5	13824	heavy fermion	2·3·5·7·23
4831	2.621458313693e-6	1	2	4832	1	1	4832	gauge boson	4831 (prime)
4832	4.744180077730e-7	0	12	9576	2	6	9576	spectator	2^5·151
4833	1.398743419086e-7	0	8	7200	2	4	7200	spectator	3^3·179
4834	1.004787359487e-7	0	4	7254	2	2	7254	spectator	2·2417
4835	5.131359794106e-7	0	4	5808	2	2	5808	spectator	5·967
4836	1.022857188272e-6	0	24	12544	4	5	12544	spectator	2^2·3·13·31
4837	3.792714181185e-7	0	4	5536	2	2	5536	spectator	7·691
4838	6.939404532654e-6	0	8	7560	3	3	7560	light fermion	2·41·59
4839	6.327286623287e-7	0	4	6456	2	2	6456	spectator	3·1613
4840	1.008501003952e-5	0	24	11970	3	6	11970	fermion	2^3·5·11^2
4841	3.049065695702e-6	0	4	4992	2	2	4992	spectator	47·103
4842	1.778507572408e-6	0	12	10530	3	4	10530	spectator	2·3^2·269
4843	4.870280189142e-7	0	4	5040	2	2	5040	spectator	29·167
4844	4.237074672531e-6	0	12	9744	3	4	9744	spectator	2^2·7·173
4845	1.060078139194e-5	0	16	8640	4	4	8640	fermion	3·5·17·19
4846	2.935604768522e-7	0	4	7272	2	2	7272	spectator	2·2423
4847	2.016590982743e-7	0	4	5016	2	2	5016	spectator	37·131
4848	1.082692463375e-5	0	20	12648	3	6	12648	fermion	2^4·3·101
4849	2.351495543394e-5	0	4	5236	2	2	5236	heavy fermion	13·373
4850	1.668114122649e-5	0	12	9114	3	4	9114	heavy fermion	2·5^2·97
4851	6.970298549656e-5	0	18	8892	3	5	8892	heavy fermion	3^2·7^2·11
4852	4.946169663554e-8	0	6	8498	2	3	8498	spectator	2^2·1213
4853	6.323553407598e-9	0	4	5088	2	2	5088	spectator	23·211
4854	2.745710116647e-7	0	8	9720	3	3	9720	spectator	2·3·809
4855	2.832811834472e-7	0	4	5832	2	2	5832	spectator	5·971
4856	8.745329142237e-8	0	8	9120	2	4	9120	spectator	2^3·607
4857	1.745625400467e-8	0	4	6480	2	2	6480	spectator	3·1619
4858	1.152422444001e-5	0	8	8352	3	3	8352	fermion	2·7·347
4859	6.283078890912e-7	0	4	5016	2	2	5016	spectator	43·113
4860	3.204692931747e-5	0	36	15288	3	8	15288	heavy fermion	2^2·3^5·5
4861	2.034854521828e-6	1	2	4862	1	1	4862	gauge boson (light)	4861 (prime)
4862	1.502360705967e-6	0	16	9072	4	4	9072	spectator	2·11·13·17
4863	1.077755701590e-6	0	4	6488	2	2	6488	spectator	3·1621
4864	4.817610734108e-6	0	18	10220	2	9	10220	light fermion	2^8·19
4865	1.061739635063e-5	0	8	6720	3	3	6720	fermion	5·7·139
4866	5.026313176276e-6	0	8	9744	3	3	9744	light fermion	2·3·811
4867	9.548791593951e-6	0	4	5056	2	2	5056	fermion	31·157
