a	b	abs_V	ratio_to_a_lna
75	73	5.706473035866513e1	1.762281797750384e-1
75	74	7.329583563461127e1	2.263533292419485e-1
76	1	7.458926107109015e1	2.266215831260001e-1
76	3	4.845326614102763e1	1.472136299894385e-1
76	5	3.603455989933288e1	1.094823691020666e-1
76	7	3.128528891027022e1	9.505284808549601e-2
76	9	2.448405752177371e1	7.438893745902761e-2
76	11	2.410687527683332e1	7.324295965675469e-2
76	13	1.952594300834278e1	5.932489547471557e-2
76	15	6.403956820873465e0	1.945688711989918e-2
76	17	1.361621918122503e1	4.136961678838529e-2
76	21	8.078249941191647e0	2.454382526749452e-2
76	23	4.566225545686189e0	1.387338133149660e-2
76	25	1.113170118478323e1	3.382100464806598e-2
76	27	8.223853528229743e0	2.498620685070861e-2
76	29	3.373022875864678e0	1.024812115138299e-2
76	31	3.345633732478945e0	1.016490580717112e-2
76	33	1.881147799716890e0	5.715416486825410e-3
76	35	9.380394217100489e0	2.850007839331207e-2
76	37	2.068375877602173e1	6.284264103851156e-2
76	39	2.068375877602173e1	6.284264103851156e-2
76	41	9.380394217100489e0	2.850007839331207e-2
76	43	1.881147799716890e0	5.715416486825410e-3
76	45	3.345633732478945e0	1.016490580717112e-2
76	47	3.373022875864678e0	1.024812115138299e-2
76	49	8.223853528229743e0	2.498620685070861e-2
76	51	1.113170118478323e1	3.382100464806598e-2
76	53	4.566225545686189e0	1.387338133149660e-2
76	55	8.078249941191647e0	2.454382526749452e-2
76	59	1.361621918122503e1	4.136961678838529e-2
76	61	6.403956820873465e0	1.945688711989918e-2
76	63	1.952594300834278e1	5.932489547471557e-2
76	65	2.410687527683332e1	7.324295965675469e-2
76	67	2.448405752177371e1	7.438893745902761e-2
76	69	3.128528891027022e1	9.505284808549601e-2
76	71	3.603455989933288e1	1.094823691020666e-1
76	73	4.845326614102763e1	1.472136299894385e-1
76	75	7.458926107109015e1	2.266215831260001e-1
77	1	7.588687531403940e1	2.268848945878179e-1
77	2	5.921454415746208e1	1.770383291397157e-1
77	3	4.978605707468434e1	1.488492478388168e-1
77	4	4.236062683656567e1	1.266488614100312e-1
77	5	3.762442299743614e1	1.124886643490709e-1
77	6	3.490921787278579e1	1.043708043641753e-1
77	8	2.754248795580875e1	8.234591885197602e-2
77	9	2.402777059614959e1	7.183769494168528e-2
77	10	2.286002161921574e1	6.834638498274627e-2
77	12	1.844209780842216e1	5.513777448243396e-2
77	13	2.262355800826167e1	6.763941132988271e-2
77	15	9.767733895224945e0	2.920335388707156e-2
77	16	1.554715082405371e1	4.648252627689554e-2
77	17	8.913846493237525e0	2.665042029495751e-2
77	18	8.641115200325142e0	2.583501433197438e-2
77	19	8.564974118678040e-1	2.560736941693715e-3
77	20	1.371383372309601e1	4.100131552107623e-2
77	23	2.428973249857589e0	7.262090282014987e-3
77	24	4.598942344309907e-1	1.374981569192593e-3
77	25	5.821510445531463e0	1.740502265128751e-2
77	26	2.126258770521097e1	6.357041254100144e-2
77	27	1.074381651291394e1	3.212162402149096e-2
77	29	7.110730569639187e0	2.125950434852719e-2
77	30	1.062607140631165e0	3.176959231654672e-3
77	31	8.530391824874217e0	2.550397604289433e-2
77	32	1.273875519077661e0	3.808604737879706e-3
77	34	5.100815050394437e0	1.525030356344889e-2
77	36	9.468755113279681e0	2.830947376425807e-2
77	37	1.610719509178349e1	4.815693419160481e-2
77	38	2.945066695286823e1	8.805095004229616e-2
77	39	2.945066695286823e1	8.805095004229616e-2
77	40	1.610719509178349e1	4.815693419160481e-2
77	41	9.468755113279681e0	2.830947376425807e-2
77	43	5.100815050394437e0	1.525030356344889e-2
77	45	1.273875519077661e0	3.808604737879706e-3
77	46	8.530391824874217e0	2.550397604289433e-2
77	47	1.062607140631165e0	3.176959231654672e-3
77	48	7.110730569639187e0	2.125950434852719e-2
77	50	1.074381651291394e1	3.212162402149096e-2
77	51	2.126258770521097e1	6.357041254100144e-2
77	52	5.821510445531463e0	1.740502265128751e-2
77	53	4.598942344309907e-1	1.374981569192593e-3
77	54	2.428973249857589e0	7.262090282014987e-3
77	57	1.371383372309601e1	4.100131552107623e-2
77	58	8.564974118678040e-1	2.560736941693715e-3
77	59	8.641115200325142e0	2.583501433197438e-2
77	60	8.913846493237525e0	2.665042029495751e-2
77	61	1.554715082405371e1	4.648252627689554e-2
77	62	9.767733895224945e0	2.920335388707156e-2
77	64	2.262355800826167e1	6.763941132988271e-2
77	65	1.844209780842216e1	5.513777448243396e-2
77	67	2.286002161921574e1	6.834638498274627e-2
77	68	2.402777059614959e1	7.183769494168528e-2
77	69	2.754248795580875e1	8.234591885197602e-2
77	71	3.490921787278579e1	1.043708043641753e-1
77	72	3.762442299743614e1	1.124886643490709e-1
77	73	4.236062683656567e1	1.266488614100312e-1
77	74	4.978605707468434e1	1.488492478388168e-1
77	75	5.921454415746208e1	1.770383291397157e-1
77	76	7.588687531403940e1	2.268848945878179e-1
78	1	7.718862395016757e1	2.271434200258005e-1
78	5	3.857445630528196e1	1.135132806159906e-1
78	7	2.893173572000265e1	8.513758974336205e-2
78	11	1.656638280971521e1	4.874999263213544e-2
78	17	1.217130829075312e1	3.581658086216010e-2
78	19	3.282957113417686e0	9.660777306007463e-3
78	23	6.299453552915696e0	1.853743921159570e-2
78	25	2.555560969485664e0	7.520264373001091e-3
78	29	2.959545523334091e0	8.709072107907339e-3
78	31	6.198150311354205e0	1.823933356376303e-2
78	35	4.840132142162947e0	1.424308546888287e-2
78	37	1.275278362560139e1	3.752769176761362e-2
78	41	1.275278362560139e1	3.752769176761362e-2
78	43	4.840132142162947e0	1.424308546888287e-2
78	47	6.198150311354205e0	1.823933356376303e-2
78	49	2.959545523334091e0	8.709072107907339e-3
78	53	2.555560969485664e0	7.520264373001091e-3
78	55	6.299453552915696e0	1.853743921159570e-2
78	59	3.282957113417686e0	9.660777306007463e-3
78	61	1.217130829075312e1	3.581658086216010e-2
78	67	1.656638280971521e1	4.874999263213544e-2
78	71	2.893173572000265e1	8.513758974336205e-2
78	73	3.857445630528196e1	1.135132806159906e-1
78	77	7.718862395016757e1	2.271434200258005e-1
79	1	7.849445396189414e1	2.273973089073387e-1
79	2	6.138089463066986e1	1.778195726301276e-1
79	3	5.130947537948249e1	1.486428153052168e-1
79	4	4.508554642850753e1	1.306121822751526e-1
79	5	4.018413828551805e1	1.164128730842968e-1
79	6	3.368258557397938e1	9.757796799608738e-2
79	7	3.084787539260767e1	8.936585320019248e-2
79	8	3.085443629276125e1	8.938486003397031e-2
79	9	2.710649164850505e1	7.852711807870712e-2
79	10	2.712452911525700e1	7.857937236154969e-2
79	11	1.918989616566487e1	5.559285434868893e-2
79	12	1.946325590465026e1	5.638477359739238e-2
79	13	1.215804063490218e1	3.522166958833779e-2
79	14	1.765239139499128e1	5.113872504863548e-2
79	15	1.276504830760537e1	3.698016212241952e-2
79	16	2.168469847392625e1	6.282026090444204e-2
79	17	1.432845803248041e1	4.150933770377630e-2
79	18	1.095525254445808e1	3.173720971700008e-2
79	19	5.913481925252263e0	1.713127244285762e-2
79	20	2.078764893824444e1	6.022152124737471e-2
79	21	1.009063140303190e1	2.923241465364245e-2
79	22	8.049346260435636e0	2.331884083141719e-2
79	23	7.081460794635517e0	2.051489049932978e-2
79	24	3.651761881442807e0	1.057910186895013e-2
79	25	8.028448923830347e-2	2.325830154656937e-4
79	26	1.189116666652794e1	3.444853952420377e-2
79	27	1.631793712394342e1	4.727283013784980e-2
79	28	9.015993457457517e0	2.611920391658889e-2
79	29	5.693486747931233e0	1.649394956499314e-2
79	30	4.168069407184296e0	1.207483737631754e-2
79	31	1.119835724122941e0	3.244148054173087e-3
79	32	5.448333430223276e0	1.578374391474990e-2
79	33	1.334939852859034e0	3.867301634338012e-3
79	34	2.253867312002465e0	6.529421322331727e-3
79	35	7.219490260938927e0	2.091475988631283e-2
79	36	5.174136332050365e0	1.498939884847311e-2
79	37	1.083829385845465e1	3.139838207876427e-2
79	38	1.722541328558366e1	4.990177558098556e-2
79	39	3.053377764574969e1	8.845591652614369e-2
79	40	3.053377764574969e1	8.845591652614369e-2
79	41	1.722541328558366e1	4.990177558098556e-2
79	42	1.083829385845465e1	3.139838207876427e-2
79	43	5.174136332050365e0	1.498939884847311e-2
79	44	7.219490260938927e0	2.091475988631283e-2
79	45	2.253867312002465e0	6.529421322331727e-3
79	46	1.334939852859034e0	3.867301634338012e-3
79	47	5.448333430223276e0	1.578374391474990e-2
79	48	1.119835724122941e0	3.244148054173087e-3
79	49	4.168069407184296e0	1.207483737631754e-2
79	50	5.693486747931233e0	1.649394956499314e-2
79	51	9.015993457457517e0	2.611920391658889e-2
79	52	1.631793712394342e1	4.727283013784980e-2
79	53	1.189116666652794e1	3.444853952420377e-2
79	54	8.028448923830347e-2	2.325830154656937e-4
79	55	3.651761881442807e0	1.057910186895013e-2
79	56	7.081460794635517e0	2.051489049932978e-2
79	57	8.049346260435636e0	2.331884083141719e-2
79	58	1.009063140303190e1	2.923241465364245e-2
79	59	2.078764893824444e1	6.022152124737471e-2
79	60	5.913481925252263e0	1.713127244285762e-2
79	61	1.095525254445808e1	3.173720971700008e-2
79	62	1.432845803248041e1	4.150933770377630e-2
79	63	2.168469847392625e1	6.282026090444204e-2
79	64	1.276504830760537e1	3.698016212241952e-2
79	65	1.765239139499128e1	5.113872504863548e-2
79	66	1.215804063490218e1	3.522166958833779e-2
79	67	1.946325590465026e1	5.638477359739238e-2
79	68	1.918989616566487e1	5.559285434868893e-2
79	69	2.712452911525700e1	7.857937236154969e-2
79	70	2.710649164850505e1	7.852711807870712e-2
79	71	3.085443629276125e1	8.938486003397031e-2
79	72	3.084787539260767e1	8.936585320019248e-2
79	73	3.368258557397938e1	9.757796799608738e-2
79	74	4.018413828551805e1	1.164128730842968e-1
79	75	4.508554642850753e1	1.306121822751526e-1
79	76	5.130947537948249e1	1.486428153052168e-1
79	77	6.138089463066986e1	1.778195726301276e-1
79	78	7.849445396189414e1	2.273973089073387e-1
80	1	7.980431367432303e1	2.276467041609567e-1
80	3	5.265451358396280e1	1.502002326027665e-1
80	7	3.232228221047630e1	9.220129435863693e-2
80	9	2.942488639656457e1	8.393629492040511e-2
80	11	2.063540857510441e1	5.886376982462174e-2
80	13	1.515793443493269e1	4.323893856267252e-2
80	17	1.396209202536313e1	3.982772467334116e-2
80	19	6.971541386071941e0	1.988674980575163e-2
80	21	1.203150437914522e1	3.432060488845198e-2
80	23	1.133471502223548e1	3.233297047006378e-2
80	27	2.241103813236201e1	6.392886214745100e-2
80	29	4.688021764740014e0	1.337286989439107e-2
80	31	1.419341947399918e0	4.048760042239987e-3
80	33	1.985886461945711e0	5.664863051698179e-3
80	37	7.714626893194830e0	2.200644683487007e-2
80	39	2.240882861379334e1	6.392255936008548e-2
80	41	2.240882861379334e1	6.392255936008548e-2
80	43	7.714626893194830e0	2.200644683487007e-2
80	47	1.985886461945711e0	5.664863051698179e-3
80	49	1.419341947399918e0	4.048760042239987e-3
80	51	4.688021764740014e0	1.337286989439107e-2
80	53	2.241103813236201e1	6.392886214745100e-2
80	57	1.133471502223548e1	3.233297047006378e-2
80	59	1.203150437914522e1	3.432060488845198e-2
80	61	6.971541386071941e0	1.988674980575163e-2
80	63	1.396209202536313e1	3.982772467334116e-2
80	67	1.515793443493269e1	4.323893856267252e-2
80	69	2.063540857510441e1	5.886376982462174e-2
80	71	2.942488639656457e1	8.393629492040511e-2
80	73	3.232228221047630e1	9.220129435863693e-2
80	77	5.265451358396280e1	1.502002326027665e-1
80	79	7.980431367432303e1	2.276467041609567e-1
81	1	8.111815270486905e1	2.278917425415978e-1
81	2	6.356336307484721e1	1.785736618736105e-1
81	4	4.582697727520717e1	1.287454084988587e-1
81	5	4.000208223739453e1	1.123810629605838e-1
81	7	3.266628862743591e1	9.177202869446394e-2
81	8	2.732728106321969e1	7.677272586666453e-2
81	10	2.099747085272746e1	5.898988157440185e-2
81	11	2.156357451411109e1	6.058028206492179e-2
81	13	1.718350205417870e1	4.827499265597620e-2
81	14	1.957244221537323e1	5.498643415222158e-2
81	16	6.501631521337896e0	1.826555570307183e-2
81	17	1.488928623834566e1	4.182966787227582e-2
81	19	7.954920920014953e0	2.234839835219771e-2
81	20	1.222835796016085e0	3.435410831041031e-3
81	22	7.571691745820588e0	2.127176184868068e-2
81	23	2.664756079334374e0	7.486313311118778e-3
81	25	3.809000641864818e0	1.070093147676592e-2
81	26	3.358143016000986e0	9.434300931441519e-3
81	28	1.336606004756451e1	3.755034617513267e-2
81	29	9.271381737979517e0	2.604683747821191e-2
81	31	2.475227677695721e0	6.953855947750294e-3
81	32	3.109585200873324e0	8.736007494978991e-3
81	34	7.315165681738712e-1	2.055108257034885e-3
81	35	1.173836229944071e-1	3.297752413984116e-4
81	37	6.861202415451522e0	1.927572709990982e-2
81	38	1.157757464130166e1	3.252581045590402e-2
81	40	3.162495051084601e1	8.884651387377925e-2
81	41	3.162495051084601e1	8.884651387377925e-2
81	43	1.157757464130166e1	3.252581045590402e-2
81	44	6.861202415451522e0	1.927572709990982e-2
81	46	1.173836229944071e-1	3.297752413984116e-4
81	47	7.315165681738712e-1	2.055108257034885e-3
81	49	3.109585200873324e0	8.736007494978991e-3
81	50	2.475227677695721e0	6.953855947750294e-3
81	52	9.271381737979517e0	2.604683747821191e-2
81	53	1.336606004756451e1	3.755034617513267e-2
81	55	3.358143016000986e0	9.434300931441519e-3
81	56	3.809000641864818e0	1.070093147676592e-2
81	58	2.664756079334374e0	7.486313311118778e-3
81	59	7.571691745820588e0	2.127176184868068e-2
81	61	1.222835796016085e0	3.435410831041031e-3
81	62	7.954920920014953e0	2.234839835219771e-2
81	64	1.488928623834566e1	4.182966787227582e-2
81	65	6.501631521337896e0	1.826555570307183e-2
81	67	1.957244221537323e1	5.498643415222158e-2
81	68	1.718350205417870e1	4.827499265597620e-2
81	70	2.156357451411109e1	6.058028206492179e-2
81	71	2.099747085272746e1	5.898988157440185e-2
81	73	2.732728106321969e1	7.677272586666453e-2
81	74	3.266628862743591e1	9.177202869446394e-2
81	76	4.000208223739453e1	1.123810629605838e-1
81	77	4.582697727520717e1	1.287454084988587e-1
81	79	6.356336307484721e1	1.785736618736105e-1
81	80	8.111815270486905e1	2.278917425415978e-1
82	1	8.243592191537327e1	2.281325549712066e-1
82	3	5.420195144050987e1	1.499980758296442e-1
82	5	4.161246818514501e1	1.151580338420989e-1
82	7	3.415659625130906e1	9.452470950625613e-2
82	9	2.463734582432821e1	6.818120693043422e-2
82	11	2.395049201155831e1	6.628041281594890e-2
82	13	1.884753955004628e1	5.215854026460612e-2
82	15	1.812372519012231e1	5.015546180781615e-2
82	17	1.726978457230394e1	4.779227291624793e-2
82	19	1.131986318396889e1	3.132650487895774e-2
82	21	1.736708207603125e1	4.806153330179221e-2
82	23	6.869024444649546e0	1.900928697475195e-2
82	25	3.850904173602062e0	1.065696346521102e-2
82	27	1.266273233857536e1	3.504275095365916e-2
82	29	1.048682469393408e1	2.902116037979521e-2
82	31	5.539581794659659e0	1.533019730870523e-2
82	33	9.407894275407228e0	2.603533639316758e-2
82	35	6.579863253936425e0	1.820906445399673e-2
82	37	6.525569596918823e0	1.805881259283757e-2
82	39	1.505209422084277e1	4.165505319141485e-2
82	43	1.505209422084277e1	4.165505319141485e-2
82	45	6.525569596918823e0	1.805881259283757e-2
82	47	6.579863253936425e0	1.820906445399673e-2
82	49	9.407894275407228e0	2.603533639316758e-2
82	51	5.539581794659659e0	1.533019730870523e-2
82	53	1.048682469393408e1	2.902116037979521e-2
82	55	1.266273233857536e1	3.504275095365916e-2
82	57	3.850904173602062e0	1.065696346521102e-2
82	59	6.869024444649546e0	1.900928697475195e-2
82	61	1.736708207603125e1	4.806153330179221e-2
82	63	1.131986318396889e1	3.132650487895774e-2
82	65	1.726978457230394e1	4.779227291624793e-2
82	67	1.812372519012231e1	5.015546180781615e-2
82	69	1.884753955004628e1	5.215854026460612e-2
82	71	2.395049201155831e1	6.628041281594890e-2
82	73	2.463734582432821e1	6.818120693043422e-2
82	75	3.415659625130906e1	9.452470950625613e-2
82	77	4.161246818514501e1	1.151580338420989e-1
82	79	5.420195144050987e1	1.499980758296442e-1
82	81	8.243592191537327e1	2.281325549712066e-1
83	1	8.375757336655546e1	2.283692668565587e-1
83	2	6.576155146708527e1	1.793022014876663e-1
83	3	5.555878299226688e1	1.514838363793015e-1
83	4	4.858374997915663e1	1.324660555210475e-1
83	5	4.258241187710990e1	1.161031031641924e-1
83	6	3.935797605704878e1	1.073115155541887e-1
83	7	3.611756876960261e1	9.847638092926156e-2
83	8	3.061556488641987e1	8.347488861589783e-2
83	9	2.691636473739283e1	7.338883201189525e-2
83	10	2.519832507382191e1	6.870450983504427e-2
83	11	2.260372230798898e1	6.163019395408939e-2
83	12	2.665417881880339e1	7.267396882279178e-2
83	13	1.940202884673169e1	5.290061453746886e-2
83	14	2.471167952675689e1	6.737764609800785e-2
83	15	1.464015539460062e1	3.991712533861502e-2
83	16	1.241854742834984e1	3.385979867425434e-2
83	17	1.943311934143761e1	5.298538434629711e-2
83	18	1.289091319957936e1	3.514772787907646e-2
83	19	1.039883650810227e1	2.835295453371843e-2
83	20	5.504317197755312e0	1.500779968273600e-2
83	21	2.216195805765512e1	6.042570134623089e-2
83	22	1.174012614655439e1	3.201004868131369e-2
83	23	7.667298094429822e0	2.090527667190983e-2
83	24	9.314814630042751e0	2.539731396775413e-2
83	25	7.029763837264737e0	1.916700722291853e-2
83	26	1.722841410012262e0	4.697414381774854e-3
83	27	6.919656152094699e0	1.886679304136017e-2
83	28	2.357143719119160e1	6.426871760658344e-2
83	29	1.117258888272081e1	3.046262958061651e-2
83	30	6.430407105447264e0	1.753283073082171e-2
83	31	6.867774127248664e-1	1.872533407232736e-3
83	32	3.570741829337573e0	9.735808487802710e-3
83	33	6.918992376934215e0	1.886498322475894e-2
83	34	2.933715150270835e0	7.998922976209931e-3
83	35	1.091571267275146e0	2.976224358105009e-3
83	36	1.332497125788081e0	3.633120916397081e-3
83	37	1.995798081519659e0	5.441644574344416e-3
83	38	8.120599506018445e0	2.214122593439017e-2
83	39	1.298552399662257e1	3.540568901010060e-2
83	40	1.833183559227728e1	4.998267841430776e-2
83	41	3.272398630639378e1	8.922360642792042e-2
83	42	3.272398630639378e1	8.922360642792042e-2
83	43	1.833183559227728e1	4.998267841430776e-2
83	44	1.298552399662257e1	3.540568901010060e-2
83	45	8.120599506018445e0	2.214122593439017e-2
83	46	1.995798081519659e0	5.441644574344416e-3
83	47	1.332497125788081e0	3.633120916397081e-3
83	48	1.091571267275146e0	2.976224358105009e-3
83	49	2.933715150270835e0	7.998922976209931e-3
83	50	6.918992376934215e0	1.886498322475894e-2
83	51	3.570741829337573e0	9.735808487802710e-3
83	52	6.867774127248664e-1	1.872533407232736e-3
83	53	6.430407105447264e0	1.753283073082171e-2
83	54	1.117258888272081e1	3.046262958061651e-2
83	55	2.357143719119160e1	6.426871760658344e-2
83	56	6.919656152094699e0	1.886679304136017e-2
83	57	1.722841410012262e0	4.697414381774854e-3
83	58	7.029763837264737e0	1.916700722291853e-2
83	59	9.314814630042751e0	2.539731396775413e-2
83	60	7.667298094429822e0	2.090527667190983e-2
83	61	1.174012614655439e1	3.201004868131369e-2
83	62	2.216195805765512e1	6.042570134623089e-2
83	63	5.504317197755312e0	1.500779968273600e-2
83	64	1.039883650810227e1	2.835295453371843e-2
83	65	1.289091319957936e1	3.514772787907646e-2
83	66	1.943311934143761e1	5.298538434629711e-2
83	67	1.241854742834984e1	3.385979867425434e-2
83	68	1.464015539460062e1	3.991712533861502e-2
83	69	2.471167952675689e1	6.737764609800785e-2
83	70	1.940202884673169e1	5.290061453746886e-2
83	71	2.665417881880339e1	7.267396882279178e-2
83	72	2.260372230798898e1	6.163019395408939e-2
83	73	2.519832507382191e1	6.870450983504427e-2
83	74	2.691636473739283e1	7.338883201189525e-2
83	75	3.061556488641987e1	8.347488861589783e-2
83	76	3.611756876960261e1	9.847638092926156e-2
83	77	3.935797605704878e1	1.073115155541887e-1
83	78	4.258241187710990e1	1.161031031641924e-1
83	79	4.858374997915663e1	1.324660555210475e-1
83	80	5.555878299226688e1	1.514838363793015e-1
83	81	6.576155146708527e1	1.793022014876663e-1
83	82	8.375757336655546e1	2.283692668565587e-1
84	1	8.508306027466290e1	2.286019983861189e-1
84	5	4.421141532422070e1	1.187876630432541e-1
84	11	2.499863447067046e1	6.716657556123652e-2
84	13	2.171549883407608e1	5.834541462655325e-2
84	17	2.338061746191625e1	6.281927163928189e-2
84	19	1.231362669332810e1	3.308437261645752e-2
84	23	1.160067297891015e1	3.116880160447684e-2
84	25	4.258969934728666e0	1.144304206974211e-2
84	29	1.456535749133492e1	3.913434494455933e-2
84	31	5.689133301795719e0	1.528561899016241e-2
84	37	4.447114594956756e0	1.194855098273812e-2
84	41	2.416573728127831e1	6.492873924774969e-2
84	43	2.416573728127831e1	6.492873924774969e-2
84	47	4.447114594956756e0	1.194855098273812e-2
84	53	5.689133301795719e0	1.528561899016241e-2
84	55	1.456535749133492e1	3.913434494455933e-2
84	59	4.258969934728666e0	1.144304206974211e-2
84	61	1.160067297891015e1	3.116880160447684e-2
84	65	1.231362669332810e1	3.308437261645752e-2
84	67	2.338061746191625e1	6.281927163928189e-2
84	71	2.171549883407608e1	5.834541462655325e-2
84	73	2.499863447067046e1	6.716657556123652e-2
84	79	4.421141532422070e1	1.187876630432541e-1
84	83	8.508306027466290e1	2.286019983861189e-1
85	1	8.641233697018440e1	2.288308648075422e-1
85	2	6.797508096967387e1	1.800066646620167e-1
85	3	5.712936722624806e1	1.512858344844982e-1
85	4	4.935622017190653e1	1.307015519030086e-1
